Recipe Name,Directions
Excessively Good Chocolate Chip Cookies,"In a large bowl cream, sugar, butter, and maple syrup. Add eggs and vanilla. Grind the oats in a food processor to a coarse texture. Mix the dry ingredients together (except chocolate) and pour in half, add the cracker crumbs and nuts, mix well and add the rest of the dry ingredients. NOTE: You can use any one of the following kinds of nuts: peanuts, almonds, pecans, walnuts, filberts, cashews or chestnuts. Add the chocolate chips and chocolate pieces last and form into small balls and place on a ungreased cookie sheet 3 inches apart. Press the cookies flat. Bake for 10 to 12 minutes at 350 degrees F (175 degrees C). Dough also freezes well."
Fabulous Chocolate Chip Cookies,"Preheat oven to 300 degrees F (150 degrees C). Sift together the flour, baking soda, salt and cinnamon, set aside. In a medium bowl, cream together the butter, brown sugar and white sugar. Beat in the eggs, vanilla and honey. Stir in the dry ingredients, then fold in the chocolate chips, chocolate candies, peanut butter chips and nuts. Drop dough by teaspoons onto an unprepared cookie sheet. Bake for 15 to 18 minutes in the preheated oven, until the cookies are golden around the edges. Remove from the baking sheet to cool on wire racks."
"Felix K.'s 'Don't even try to say these aren't the best you've ever eaten, because they are' Chocolate Chip Cookies","Preheat an oven to 300 degrees F (150 degrees C). Gently mix the flour, baking powder, baking soda, and salt with a fork in a bowl. Beat the butter, brown sugar, and white sugar with an electric mixer in a large bowl until smooth. Add the eggs one at a time, allowing each egg to blend into the butter mixture before adding the next. Beat in the vanilla with the last egg. Mix in the flour mixture until just incorporated. Fold in the chocolate chips; mixing just enough to evenly combine. Divide the dough into 24 3 tablespoon sized balls. Flatten the balls to about 1/4 inch thick onto a baking sheet. Bake in the preheated oven until the edges are golden, 15 to 17 minutes. Allow the cookies to cool on the baking sheet until the centers begin to set, about 20 minutes."
Firefighter's Favorite Chocolate Chip Cookie,"Preheat oven to 350 degrees F (175 degrees C). In a medium bowl combine the flour, salt and baking soda. In a large bowl, cream the butter and sugars. Mix until smooth. Add the vanilla and the eggs and beat well. Gradually add the flour mixture until well combined. Stir in the chocolate chips and chopped candy bars. Mix until combined. Drop spoonfuls of dough onto ungreased baking sheets. Bake at 350 degrees F (175 degrees C) for 10 to 12 minutes. Immediately remove the cookies from the sheet and let them cool on racks."
Fluffy Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Beat margarine, brown sugar, and white sugar together with an electric mixer in a large bowl until smooth and creamy. Beat first egg into butter mixture. Beat second egg into mixture along with vanilla extract. Combine flour, baking soda, and salt in a bowl; stir into creamed margarine mixture until dough is almost white. Fold chocolate chips into dough. Drop small spoonfuls of dough onto a baking sheet.Bake in the preheated oven until edges are lightly browned, 10 to 12 minutes."
George's Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Combine butter, sugar, eggs and vanilla. In a blender or food processor, process the oats until finely chopped. Then, in separate bowl, combine chopped oatmeal, flour, baking powder and baking soda. Add flour mixture to butter mixture. Gradually add the chopped milk chocolate chips and whole chocolate chips. Roll dough into golf ball size balls. Press with fork. Bake for 6 to 8 minutes. Do not overbake. When they come out of the oven, the cookies will be soft. Place a chocolate chunk in the center."
Ghirardelli Flourless Fudgy Chocolate Chip Cookies,"Preheat the oven to 350 degrees F. Place pecans in a single layer on a baking sheet, and bake in preheated oven until toasted and fragrant, 6 to 8 minutes, stirring halfway through. Let cool completely, about 20 minutes. Line 2 large baking sheets with parchment paper; lightly coat parchment with cooking spray. Sift together powdered sugar, Ghirardelli Premium Baking Cocoa, and salt in a large bowl. Whisk egg whites in a separate bowl until frothy, about 1 1/2 minutes. Stir egg whites and vanilla into powdered sugar mixture. Batter will be very thick. Stir in Ghirardelli Bittersweet Chocolate Chips and toasted pecans until well combined. Using a 1 1/2 inch cookie scoop (about 2 tablespoons), scoop dough, and place 3 inches apart on prepared baking sheets. Bake in preheated oven until tops are shiny and cracked, 8 to 10 minutes. Cool on baking sheet 5 minutes; transfer to wire racks and cool completely, about 15 minutes."
Ghirardelli Grand Chocolate Chip Cookies,"Preheat the oven to 375 degrees F. In a saucepan, melt the butter over low heat. Set aside for 5 minutes to cool slightly. In a medium bowl, combine flour, baking soda, and salt until combined. Set aside. In a large mixing bowl, beat together butter, sugar, and brown sugar for 2 minutes on medium speed. Scrape down the bowl as needed. Add egg and egg yolk one at a time until well combined. Add vanilla. Add flour mixture in thirds and mix only until just combined. Stir in chocolate chips until just incorporated. Drop dough by rounded tablespoon onto ungreased cookie sheets. Bake for 8 to 10 minutes or until just starting to brown around the edges. Remove and let stand on cookie sheets for 2 minutes. Remove and cool on wire racks."
Giant Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, cream together the butter, white sugar and brown sugar until smooth. Beat in the egg, then stir in the vanilla. Combine the flour and baking soda, stir into the creamed mixture. Fold in the chocolate chips and walnuts. Drop by rounded ice cream scoops onto a cookie sheet, and press down slightly to flatten. Cookies should be about 2 inches apart. Bake for 11 to 14 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Giant Crisp Chocolate Chip Cookies,"Preheat oven to 350 degrees F (180 degrees C). Mix flour, baking soda and salt; set aside. In a large bowl, cream together the butter and sugar until light and fluffy. Beat in the egg, then stir in the vanilla. Mix in the dry ingredients until well blended. Stir in the chocolate chips and walnuts.  Roll the dough into 2 inch balls and place them 3 inches apart onto ungreased cookie sheets. Bake for 20 to 23 minutes in the preheated oven. Allow cookies to cool for a few minutes on the baking sheet before removing to a wire rack to cool completely."
Giant Toffee Chocolate Chip Cookies,"Heat oven to 350 degrees F (175 degrees C). In a large bowl, mix brown sugar, buttermilk, shortening, honey, and egg. Stir in flour, baking soda, baking powder, and salt. Stir in chocolate chips and chopped white chocolate. Drop dough by level 1/4 cupfuls about 2 inches apart onto ungreased cookie sheets. Bake 12 to 14 minutes, or until edges are golden brown. Cool for 4 minutes, and remove from cookie sheets."
Gluten Free Almond Flour Chocolate Chip Cookies,"Preheat the oven to 350 degrees F. Lightly grease a baking sheet, or line it with parchment. Combine the brown sugar, baking soda, salt, and butter, and mix until smooth. Mix in the vanilla, egg, and almond flour, stirring to combine. Scrape the bottom and sides of the bowl, then mix for 1 minute at medium speed. Stir in the chocolate chips. Scoop the dough one level tablespoon at a time onto the prepared baking sheet; a tablespoon cookie scoop works well here. Gently flatten the cookies to about 3/8 inch thick. Bake the cookies for 9 to 12 minutes, until golden brown. Remove the cookies from the oven. Allow them to cool on the pan for 2 minutes, then carefully transfer them to a rack to cool completely."
Gluten Free Chickpea Flour Chocolate Chunk Cookies with Peanut Butter and Oats,"Preheat oven to 350 degrees F (175 degrees C). Generously grease 2 baking sheets.Beat butter, brown sugar, egg, peanut butter, and vanilla extract together in a bowl until smooth. Mix chickpea flour, cornstarch, baking powder, and salt in a separate bowl; add to butter mixture and mix thoroughly into a cookie dough. Fold chocolate, oats, and nuts into the dough. Chill dough in refrigerator for at least 15 minutes.Roll cookie dough into heaping tablespoon sized balls and arrange on the prepared baking sheets. Bake in preheated oven until golden brown, 10 to 13 minutes. Let cookies cool on baking rack for 2 to 3 minutes before removing to a wire rack to cool completely."
Gluten Free Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease a baking sheet. Combine coconut sugar, coconut oil, baking soda, and salt in a large bowl; beat with a handheld electric mixer until smooth. Add almond flour, eggs, and vanilla extract. Beat dough at medium speed, scraping the bottom and sides of the bowl, until well mixed, about 1 minute. Fold chocolate chips into the dough. Grease your palms lightly with coconut oil; drop tablespoonfuls of dough onto the baking sheet. Bake in the preheated oven until golden brown, 10 to 12 minutes. Let cool on the baking sheet, about 10 minutes."
Gluten Free Chocolate Chip Hemp Seed Cookies,"Preheat oven to 350 degrees F (175 degrees C). Line baking sheets with parchment paper. Combine sorghum flour, rice flour, baking soda, xanthan gum, and salt together in a large bowl. Beat butter, white sugar, and brown sugar together in a large bowl with an electric mixer until light and fluffy, about 2 minutes. Beat eggs one at a time into the butter mixture; add vanilla extract. Pour butter mixture over flour mixture. Beat together until combined, about 2 minutes. Fold chocolate chips and hemp seeds into the cookie dough. Place cookie dough in the refrigerator to firm up, at least 20 minutes. Drop heaping tablespoons of dough 2 inches apart on baking sheets; press down with the back of the spoon to flatten slightly. Bake in the preheated oven until cookie edges are lightly golden, 8 to 11 minutes. Remove from the oven and let cool before taking off the parchment paper, about 10 minutes. Cool baking sheet before re using for another batch."
Gluten Free Oatmeal Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Grease baking sheets. Melt margarine in a large saucepan over medium heat; remove from heat and stir in white sugar and brown sugar. Cool to room temperature, about 5 minutes Beat eggs into butter mixture until smooth. Stir rice flour, xanthan gum, baking powder, cinnamon, baking soda, ginger, nutmeg, allspice, and salt into butter mixture. Add oats; stir until dough is thick and well combined. Stir in chocolate chips. Drop dough by the tablespoonful onto prepared baking sheet. Bake in the preheated oven until golden and soft, 7 to 9 minutes."
Gluten Free White Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper Whisk butter and sugar in a bowl until creamy. Add flour, water, and oil; mix until well combined. Fold in white chocolate chips and coconut flakes. Drop spoonfuls of dough 2 inches apart onto the prepared baking sheet. Bake in the the preheated oven until edges are golden, about 10 minutes. Cool on the baking sheet for 1 minute before removing to a wire rack to cool completely."
Golden Chocolate Chip Cookies,"Preheat oven to 375 degrees F ( 190 degrees C). Sift together in a large bowl flour, baking soda and salt. To this add sugars, egg, vanilla extract and butter. Beat until smooth and well blended. Stir in nuts and chocolate chips.Drop by teaspoonfuls 2 inches apart on ungreased cookie sheet. Bake for 10 12 minutes or until golden colored. Cool on wire rack."
Gooey Marshmallow Chocolate Chip Cinnamon Cookies,"Preheat the oven to 300 degrees F (150 degrees C). Grease cookie sheets. In a large bowl, cream together the butter, brown sugar and white sugar until smooth. Beat in the eggs, one at a time then stir in the orange extract. Combine the flour, baking soda, salt and cinnamon; stir into the sugar mixture. Fold in the chocolate chips and frozen marshmallows. Drop dough by heaping spoonfuls onto the prepared cookie sheet. Bake for 20 to 22 minutes in the preheated oven. Remove from cookie sheets to cool on wire racks."
Grain Free and Gluten Free Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Line a baking sheet with parchment paper. Beat butter and brown sugar together in a bowl using an electric mixer or in a food processor until smooth and creamy. Mix eggs and vanilla extract into creamed butter mixture. Add almond flour, coconut flour, salt, and baking soda to creamed butter mixture and stir until dough is well mixed; fold in chocolate chips. Drop dough by the rounded teaspoon onto the prepared baking sheet. Bake in the preheated oven until edges of cookies are browned, 8 to 12 minutes."
"Grain Free, Kid Approved Chocolate Chip Cookies","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a baking sheet. Beat butter and sugar together in a bowl with an electric mixer until smooth and creamy; add eggs and vanilla extract and beat until smooth. Fold almond flour, baking soda, and salt into butter mixture until dough comes together. Stir in chocolate chips and cranberries. Drop dough by the teaspoonful onto prepared baking sheet. Bake in the preheated oven until golden and set, about 12 minutes."
Great Chocolate Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Beat brown sugar, white sugar, margarine, shortening, eggs, and vanilla extract together in a large bowl with an electric mixer until light and fluffy. Whisk flour, cocoa powder, baking soda, and salt together in a separate bowl; beat into sugar mixture until you have a dough. Stir chocolate chips and walnuts into dough. Drop rounded teaspoonfuls of dough 2 inches apart onto baking sheets. Bake in the preheated oven until golden and set, 8 to 10 minutes. Cool briefly on the baking sheets before transferring to wire racks to cool completely."
Guilty Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a large bowl, cream together the butter flavored shortening, white sugar and brown sugar until smooth. Beat in the eggs, one at a time then stir in the vanilla. Combine the flour, baking powder and salt; stir into the creamed mixture. Adjust the amount of chocolate chips to your liking, then stir them in by hand using a wooden spoon. Drop dough by heaping spoonfuls onto the prepared cookie sheets. Clumps of dough should be about 3 inches apart. Bake for 7 minutes in the preheated oven, until brown around the edges. Let cool for 20 minutes. Eat and enjoy!"
Halloween Chocolate Chip Cookies with Spiders,"Preheat oven to 350 degrees F (175 degrees C). Combine flour, baking soda, salt, and baking powder in a large bowl and stir with a fork to mix ingredients well. Combine butter, white sugar, and brown sugar in a large bowl; beat with an electric mixer until smooth and creamy. Add eggs and vanilla extract and beat until smooth and fluffy. Add in flour mixture, 1 cup at a time, and mix in with a spatula until well incorporated. Fold in 1 1/2 cups chocolate chips until well combined. Drop cookies onto ungreased baking sheets. Pour 1/2 cup chocolate chips into a bowl. Push about 3 to 4 chocolate chips onto each cookie, tip side down, to make the spider bodies. Bake in the the preheated oven until edges are golden, 10 to 15 minutes. Cool on the baking sheet for 1 minute before removing to a wire rack. Melt remaining 1/2 cup chocolate in a microwave safe glass or ceramic bowl in 15 second intervals, stirring after each melting, 1 to 3 minutes. Spoon melted chocolate into a piping bag with a small tip and draw little legs on each side of the spider bodies to create spider legs."
Healthier Absolutely the Best Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease two baking sheets. Cream together the butter, kiwi, brown sugar and white sugar in a large bowl, until light and fluffy. Add the eggs one at a time, beating well with each addition, then stir in the vanilla extract. Combine flour, baking soda, and toasted oat cereal in a bowl; gradually stir into the creamed mixture. Finally, fold in the chocolate chips. Drop by rounded spoonfuls onto the prepared baking sheets. Bake in preheated oven until light brown, about 8 to 10 minutes. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Healthier Award Winning Soft Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Sift together flour and baking soda. Beat butter, applesauce, brown sugar, and white sugar with an electric mixer in a large bowl until smooth. Mix in instant pudding until well blended. Stir in eggs one at a time, allowing each egg to blend into butter mixture before adding the next. Beat in vanilla extract.  Blend flour mixture into butter mixture until just incorporated. Fold in chocolate chips, raisins, and walnuts; mixing just enough to evenly combine. Drop spoonfuls of dough 2 inches apart onto ungreased baking sheets. Bake in preheated oven until edges of cookies are golden brown, 10 to 12 minutes. Cool on wire racks."
"Healthier Best Big, Fat, Chewy Chocolate Chip Cookie","Preheat oven to 325 degrees F (165 degrees C). Grease baking sheets or line with parchment paper. Sift together flour and baking soda in a small bowl; set aside Beat melted butter, yogurt, brown sugar, and white sugar in a bowl until blended. Beat in vanilla extract, egg, and egg yolk until light and creamy; mix in flour mixture until just blended. Stir in chocolate chips, blueberries, and cranberries by hand using a wooden spoon. Drop 1/4 cup cookie dough 3 inches apart on prepared baking sheets. Bake in preheated oven until edges are lightly toasted, 15 to 17 minutes. Cool on baking sheets for 5 minutes before transferring to wire racks to cool completely."
Healthier Best Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Beat butter, sweet potato, white sugar, brown sugar, and orange juice with an electric mixer in a large bowl until smooth. Add eggs whites one at a time, allowing each egg to blend into butter mixture before adding the next. Beat in vanilla extract. Dissolve baking soda in hot water in a small bowl. Add to sweet potato batter. Stir in flour, chocolate chips, and walnuts. Roll dough into walnut sized balls and place 2 inches apart onto ungreased baking sheets. Bake in preheated oven until edges are nicely browned, about 10 minutes."
Healthier Chewy Chocolate Chip Oatmeal Cookies,"Preheat oven to 325 degrees F (165 degrees C). Beat butter, yogurt, brown sugar, and white sugar with an electric mixer in a large bowl until smooth. Add eggs one at a time. Beat in vanilla extract. Mix in flour and baking soda until just incorporated. Fold in quick oats, walnuts, chocolate chips, carrots, and cranberries. Roll dough into walnut sized balls and place 2 inches apart onto ungreased baking sheets.Bake in preheated oven until cookies are golden brown, about 12 minutes. Allow cookies to cool on baking sheet for 5 minutes before transferring to a wire rack to cool completely"
High Altitude Banana Chocolate Chip Cookies,"Preheat the oven to 375 degrees F (190 degrees C). Sift together the flour, baking powder, baking soda and salt, set aside. In a large bowl, cream together the butter, sugar and brown sugar. Beat in the eggs, one at a time, then stir in the vanilla and mashed banana. Mix in the dry ingredients until just blended, then fold in chocolate chips. Drop by rounded spoonfuls onto prepared cookie sheets. Bake for 11 to 13 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely. "
Hillary Clinton's Chocolate Chip Cookies,"Preheat oven to 350 degrees F (180 degrees C).   Brush baking sheets lightly with vegetable oil. Combine flour, salt and baking soda on waxed paper. Beat together shortening, sugars and vanilla in large bowl with electric mixer until creamy. Add eggs and beat until light and fluffy. Gradually beat in flour mixture. Stir in rolled oats and then chocolate chips. Drop batter by rounded teaspoonsfuls onto baking sheets. Bake for 8 10 minutes or till golden. Cool cookies on sheets for 2 minutes. Remove to wire racks to cool completely."
Italian Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a medium saucepan over medium heat, combine the butter and milk. Cook until melted, stirring occasionally. Set aside to cool. In a large bowl, stir together the flour, sugar, cocoa, baking soda, cinnamon, nutmeg and cloves. Stir in the milk mixture by hand until the dough is firm and not tacky. Mix in the chocolate chips and walnuts. Roll the dough into 1 1/2 inch balls and place onto the prepared cookie sheets. These cookies do not spread much, so you can place them fairly close together. Bake for 20 to 25 minutes in the preheated oven, until firm. Remove from baking sheets to cool on wire racks. Glaze with a thin confectioners' icing when cool to preserve freshness."
Jack's Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, cream the butter, brown sugar and white sugar until smooth. Add the eggs one at a time, beating after each addition. Stir in the milk and vanilla. Sift together the flour, baking powder, baking soda and salt, stir into the creamed mixture. Using a wooden spoon, stir in the rolled oats, chocolate chips and walnuts. Roll the dough into walnut sized balls, and place 2 inches apart on an unprepared cookie sheet. Bake for 10 to 12 minutes in the preheated oven. Cool cookies on wire racks."
Julie's Famous Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Melt the butter then stir in the sugars and vanilla. Combine the flour, baking soda and salt. Stir the flour mixture into the butter mixture. Stir in the beaten eggs. Then add the chocolate chips and stir to combine. On an ungreased cookie sheet drop cookies about 1 to 2 inches apart. Make the cookies in whatever size you like from small to big. Bake cookies at 350 degrees F (175 degrees C) for 8 to 10 minutes. The shorter time will produce a chewy cookie, the longer time a crispy cookie."
Light and Fluffy Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Beat shortening and butter together in a bowl using an electric mixer until smooth and creamy. Add brown sugar and white sugar and beat until smooth. Add eggs, vanilla extract, and baking soda; beat until well mixed. Slowly mix enough flour into butter mixture until a thick dough forms; fold in chocolate chips. Spoon small mounds of dough onto a baking sheet, about 1 inch apart. Bake in the preheated oven until edges are lightly browned, 8 to 9 minutes."
Light Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a medium bowl, cream the butter with the brown and white sugars. Stir in the vanilla, egg white, and water. Sift together the flour, baking soda, and salt; stir into the creamed mixture. Mix in the chocolate chips. Drop dough by heaping spoonfuls onto ungreased cookie sheets. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool for 1 minute on baking sheets before transferring to wire racks to cool completely."
Liz's Astounding Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a mixing bowl, cream shortening and sugars. Add beaten egg and vanilla, mix well. Sift flour, baking soda and salt together. Stir into creamed mixture; blend thoroughly. Fold in chocolate chips. Drop by teaspoon onto cookie sheets. Bake in oven for 6 9 minutes, depending on size. Do not overbake. Cookies should be a little brown around the edges when taken out. Let cookies cool for a few minutes before removing from baking sheet. Finish cooling on rack. NOTE: If you use miniature chocolate chips, you can decrease the amount needed in recipe from 11/4 cups to 1 cup and not affect the quality of the cookies."
Macadamia Nut Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Lightly grease 2 large cookie sheets with vegetable shortening. Cream the butter and sugars together in a large bowl. Beat in the egg and vanilla extract until well blended. Sift together the flour, baking soda, and salt; gradually blend into the batter.  Stir in the chopped macadamia nuts and chocolate chips. Drop by rounded teaspoonfuls onto the cookie sheets, about 2 inches apart. Bake in preheated oven for 10 to 12 minutes, or until the cookies are golden brown. Remove from the oven, and transfer the cookies to cooling racks."
Maple Bacon Chocolate Chip Cookies,"Preheat an oven to 350 degrees F (175 degrees C). Line 2 baking sheets with parchment paper. Whisk together the flour, baking powder, baking soda, and salt; set aside. Beat together the butter, brown sugar, and white sugar with an electric mixer until smooth. Add one egg; beat until blended into the butter mixture. Add the remaining egg, vanilla extract, and maple extract; beat until well blended and slightly fluffy. Stir in the flour mixture a little at a time, mixing just until combined. Stir in the bacon and chocolate chips. Scoop by rounded tablespoonfuls onto prepared cookie sheets. Bake in the preheated oven until edges turn golden brown, 10 to 12 minutes. Remove from the oven, and cool on a wire rack."
Matcha Green Tea Chocolate Chip Cookies,"Preheat oven to 325 degrees F (165 degrees C). Grease baking sheets or line with parchment paper. Sift flour, matcha, baking soda, and salt together in a bowl. Beat brown sugar, butter, and white sugar together in a large bowl using an electric mixer until blended; beat in vanilla extract, egg, and egg yolk until light and creamy. Mix flour mixture into creamed butter mixture until dough is just blended; fold in chocolate chips using a wooden spoon. Drop cookie dough, 1 heaping tablespoon per cookie, onto the prepared baking sheet 2 to 3 inches apart. Bake in the preheated oven until edges are lightly browned, 8 to 10 minutes. Cool cookies on the baking sheet for 2 to 3 minutes before transferring to a wire rack to cool completely."
Meg's Chocolate Chip Oatmeal Cookies,"Preheat the oven to 300 degrees F (150 degrees C). Grease cookie sheets. Stir together the flour, baking soda, salt and oats; set aside. n a medium bowl, cream together the butter and brown sugar until smooth. Beat in the eggs one at a time then stir in the vanilla. Mix in the dry ingredients until well blended before stirring in the chocolate chips. Drop by heaping spoonfuls onto the prepared cookie sheet at least 3 inches apart. Flatten cookies to 1/2 inch thick. Bake for 21 minutes in the preheated oven, until lightly browned.  Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Mel's Magnificent Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C).  Mix butter, eggs, vanilla and sugars together. Add dry ingredients and blend well, until mixture is whipped. Mix in chocolate chips. Drop tablespoon sized pieces dough onto a greased cookie sheet; bake for 8 10 minutes, until edges are browned. Remove from oven before the center is browned."
Mellow Chocolate Chip Cookies,"Preheat the oven to 375 degrees F (190 degrees C). Grease cookie sheets. In a large bowl, cream together butter, brown sugar and white sugar until smooth. Beat in the eggs one at a time, then stir in the vanilla. Combine the flour, cocoa, baking soda and salt; stir into the creamed mixture. Mix in the chocolate chips and marshmallows. Drop by rounded spoonfuls onto the prepared cookie sheets about 2 inches apart. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Miami Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). In a large bowl, mix butter, sugars, eggs and vanilla until smooth. In a small bowl, mix flour and baking powder. Add the flour mixture to the butter mixture and slowly add the sour cream. Mix well and add the chocolate chips. Place by teaspoonful on an ungreased cookie sheet. Bake for 9 to 10 minutes or until slightly golden. Remove from cookie sheet and cool. Enjoy!"
Mindy Custer's Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Whisk together the flour and baking soda in a bowl. In a large bowl, mash the butter and margarine together until thoroughly blended, and mix in the white sugar, brown sugar, and instant pudding mix. Beat in eggs and vanilla extract until the mixture is smooth and creamy. Mix in the flour in several additions, then mix in the chocolate chips. Dough will be stiff. Drop by tablespoon onto an ungreased, nonstick baking sheet, about 2 inches apart; flatten the cookies slightly.Bake in the preheated oven until light brown and still soft on top, 8 to 10 minutes. Do not overbake. Allow to cool for 1 minute on the baking sheets before removing and cooling completely on racks."
Mini Chocolate Chip Shortbread Cookies,"Preheat oven to 350 degrees F (175 degrees C). Mix flour, butter, sugar, and vanilla extract in a bowl until dough is smooth. Reserve 1/4 the chocolate chips; stir remaining chips into dough until evenly distributed. Roll dough into 24 small logs and place a baking sheet. Bake in preheated oven until slightly golden around the edges, 15 to 20 minutes. Cool in baking sheet for 10 minutes before removing to cool completely on a wire rack. Melt shortening in a small saucepan over medium low heat; stir in reserved chocolate chips until melted, about 5 minutes. Dip cookies into chocolate and return to baking sheet. Refrigerate until firm."
Mini Snowball Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Combine butter, 3/4 cup confectioners' sugar, vanilla extract, and salt in a large bowl; beat with an electric mixer until creamy. Beat in flour gradually. Fold mini morsels into the dough. Shape dough into 1 1/4 inch balls; arrange on ungreased baking sheets. Bake in the preheated oven until set, about 10 minutes. Sprinkle 1/4 cup confectioners' sugar over cookies while still hot. Cool on the baking sheets for 10 minutes. Transfer to wire racks to finish cooling."
Minty Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Beat butter, white sugar, brown sugar, peppermint extract, vanilla extract, and salt together in a bowl using an electric mixer until smooth and creamy. Beat eggs into butter mixture until well incorporated. Whisk flour, cocoa powder, and baking soda together in a bowl; gradually add to creamed butter mixture, beating until dough is well blended. Fold chocolate chips into dough. Drop dough by rounded teaspoons onto a baking sheet. Bake in the preheated oven until cookies are set in the middle, 8 to 10 minutes. Cool cookies on the baking sheet for about 5 minutes before transferring to a wire rack to cool completely."
Mom's Best Chocolate Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). In a large bowl, cream together the butter, white sugar and brown sugar. Beat in the eggs one at a time then stir in the vanilla. Combine the flour, baking powder, baking soda and salt; stir into the creamed mixture until just blended. Finally, mix in the chocolate chips. Shape dough into golf ball sized balls and place them 3 inches apart into ungreased cookie sheets. Flatten slightly. Bake for 8 to 10 minutes in the preheated oven. Allow cookies to cool on baking sheet for 5 minutes before removing to a wire rack to cool completely."
Mom's Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). In a mixing bowl, cream butter and sugars. Add pudding mix, eggs and vanilla. Combine flour and baking soda; add to creamed mixture and mix well. Fold in chocolate chips.Drop by teaspoonfuls onto ungreased baking sheets. Bake for 10 to 12 minutes or until lightly browned."
Mom's Excellent Chocolate Chip Cookies,"Preheat oven to 375 degrees F (190 degrees C). Grease cookie sheets. Cream butter, shortening, both sugars, egg, and vanilla in an electric mixer until fluffy. Stir in sifted dry ingredients. Add chocolate chips and walnuts. Drop by teaspoonfuls, 2 inches apart onto greased cookie sheet. Bake for 10 12 minutes or until golden."
Naughty Chocolate and Peanut Butter Chip Cookies,"Preheat oven to 350 degrees F (175 degrees C). Grease cookie sheets. In a medium bowl, cream together the margarine and white sugar until smooth. Beat in the egg yolks, vanilla and port wine. Combine the flour and salt; stir into the creamed mixture. Roll the dough into walnut sized balls. Dip each ball in the remaining egg whites. Place cookies 2 inches apart onto the prepared cookie sheets. Bake for 10 to 12 minutes in the preheated oven. Remove from the oven and immediately place 4 or 5 of the chocolate and/or peanut butter chips into the center of each cookie. Return to the oven for 2 more minutes to melt the chips. Remove from baking sheets to cool on wire racks."
Neiman Marcus Chocolate Chip Cookie,"Preheat oven to 375 degrees F (190 degrees C). Grease a cookie sheet. In a medium bowl, cream together the butter, brown sugar and white sugar until smooth. Beat in the egg and vanilla. Sift together the flour, baking soda, baking powder, salt and espresso powder; stir into the creamed mixture. Finally, stir in the chocolate chips. Drop dough by heaping tablespoonfuls onto the prepared baking sheet. Cookies should be 1 1/2 to 2 inches apart. You should have 12 to 15 large cookies. Bake for 8 to 10 minutes in the preheated oven. For crispier cookies, bake 2 minutes longer. Remove from baking sheets to cool on wire racks"
Nestle toll house Caramel Filled Delightfulls Chocolate Chip Cookies,"Preheat oven to 375 degrees  F. Combine flour, baking soda and salt in small bowl. Beat butter, granulated sugar, brown sugar and vanilla extract in large mixer bowl until creamy. Add eggs, one at a time, beating well after each addition. Gradually beat in flour mixture. Stir in DelightFulls morsels and nuts. Drop by rounded tablespoon onto ungreased baking sheets. Bake for 9 to 11 minutes or until golden brown. Cool on baking sheets for 2 minutes; remove to wire racks to cool completely."
